gene	bait	correlation
CG5366	Alas	-0.8211851279219419
CG5355	Alas	-0.8478442031321471
CG5168	Alas	-0.9338377062175112
CG5343	Alas	-0.8181804781941027
TfIIB	Alas	-0.8273394680830753
UbcD2	Alas	-0.8613147946152079
Stam	Alas	-0.8112580433610503
dUTPase	Alas	-0.8945961462871775
CG6770	Alas	-0.8661697292265158
spict	Alas	-0.8455543246235226
Edem2	Alas	-0.8126123760257428
Tap42	Alas	-0.8421418424551956
CG31731	Alas	-0.8218136586386527
CG7953	Alas	-0.8597251185454695
Ance	Alas	-0.8773583062790737
dyn-p25	Alas	-0.897490197787613
CG5869	Alas	-0.8546523041985592
Idgf2	Alas	0.9515013545986093
CG17331	Alas	-0.8145915515043534
CG17904	Alas	-0.8198991181457285
Cyt-b5-r	Alas	0.9348968470665258
CG6115	Alas	-0.8289402185798864
ApepP	Alas	-0.8575024099993294
CG5110	Alas	-0.8455534165551281
CG10623	Alas	-0.9016515665012215
CG10650	Alas	-0.8350624197545702
l(2)37Ce	Alas	-0.8122094852763906
Pax	Alas	0.9625135573482068
RanGap	Alas	-0.9574776048646528
Top2	Alas	-0.9128478515727151
ref(2)P	Alas	-0.8795291715580956
fbp	Alas	0.9646024951419765
CG10664	Alas	0.9337086679052883
Pomp	Alas	-0.8744913479925126
CG9331	Alas	0.9269177907940901
CG3305	Alas	-0.8909394920520481
Df31	Alas	-0.8690982314951972
Cht3	Alas	-0.8483253723412125
CG1298	Alas	-0.8305041041827473
geminin	Alas	-0.8523554322612309
Mob4	Alas	-0.8354299757233886
CG9436	Alas	0.951655509676139
SdhB	Alas	0.9204198374547772
Tsp42Eg	Alas	0.9366525552722271
Tsp42Er	Alas	-0.9276908016084194
Inos	Alas	0.9290604702663542
p47	Alas	-0.8575748582570263
Rpt1	Alas	-0.8740377656531002
CG1399	Alas	-0.8139909426204428
CG1882	Alas	-0.8634486109632334
cathD	Alas	-0.9088496893113589
CSN4	Alas	-0.9148337182736438
Vps28	Alas	-0.8878406378181999
sut1	Alas	0.9781664490213116
CG11210	Alas	-0.81698424848956
pnut	Alas	-0.8200043917544606
CSN7	Alas	-0.8924011750222623
CG14767	Alas	-0.838257967393198
CG13751	Alas	-0.930605542484988
CG8243	Alas	-0.818354314751632
CG8237	Alas	-0.9375891470037205
CG8232	Alas	-0.9035220123321771
CG8080	Alas	-0.8796863586081328
shrb	Alas	-0.8684293676594046
ced-6	Alas	-0.864309220586047
CG1599	Alas	-0.8714000043940148
Prosalpha7	Alas	-0.874188650035366
CG1675	Alas	-0.8890625212511148
CG12130	Alas	-0.8690252747938753
TER94	Alas	-0.8296185662259113
CG1407	Alas	-0.8321153821605308
Pfk	Alas	0.9417990433707032
Syb	Alas	-0.9026655559995458
CPTI	Alas	-0.8526524035081596
CG12934	Alas	-0.8301742540969951
Prosbeta5	Alas	-0.8887585613866056
CG7712	Alas	0.9199562051314941
TpnC47D	Alas	0.9546454853041909
Mtor	Alas	-0.8307517816236161
CG8979	Alas	-0.8815429359423397
CG18343	Alas	-0.8920400209593308
CG8839	Alas	-0.8582201438457546
CG8776	Alas	0.9386579670174742
Dgkepsilon	Alas	-0.9106707793349457
CG17574	Alas	-0.8630277563953868
CG13319	Alas	-0.9747346051712236
TppII	Alas	-0.8559092748400404
CG17059	Alas	-0.8475516323561156
drk	Alas	-0.8746554492152413
CG13349	Alas	-0.8647922573454895
Cp1	Alas	-0.8393489928365597
CG8613	Alas	-0.9056480479188858
LamC	Alas	0.9189518571672665
Rpn6	Alas	-0.8408203382199455
CG12859	Alas	0.9268000149836956
CG8157	Alas	0.9426229312376861
CG12963	Alas	-0.8349031996790514
CG8963	Alas	-0.89680553291152
Bap55	Alas	-0.8834761251036338
CG14482	Alas	0.9542661826212809
Rab4	Alas	-0.8459955976070614
Mapmodulin	Alas	-0.8352120306258369
CG5770	Alas	-0.8487021102121812
Dgp-1	Alas	-0.8446393683867144
CG5721	Alas	-0.8241766633497571
CG5189	Alas	-0.9415132209131841
CG5482	Alas	-0.8818538708185876
Gint3	Alas	-0.8580404836075082
CG15093	Alas	0.9333089157550836
CG15098	Alas	-0.8596957709738632
CG15118	Alas	-0.8688813519135744
CG8920	Alas	-0.8686428098376285
Pros29	Alas	-0.877420469789691
CG3295	Alas	-0.8485834439863288
cpa	Alas	-0.8574732712665343
CG10069	Alas	-0.8363073713821344
CG30392	Alas	-0.8375523944910188
CG10320	Alas	0.9287845021537501
HmgD	Alas	-0.9214775076737644
Tango11	Alas	-0.8208451887628732
CG11474	Alas	-0.8574781972111875
wdp	Alas	0.9354402521799168
Vps20	Alas	-0.8840336409410605
blw	Alas	0.9220792835925813
l(2)06496	Alas	-0.8548348358606767
l(2)k09913	Alas	-0.8840617948864589
CG3500	Alas	-0.8776833675306063
CG3493	Alas	-0.8250642600186184
CG30415	Alas	0.9310045178066586
levy	Alas	0.9575617499852994
pita	Alas	-0.8580131136259853
l(2)efl	Alas	-0.8282613743931552
gbb	Alas	-0.8857545824866276
yki	Alas	-0.8548202005469077
Mlp60A	Alas	0.9335183428087015
CG3394	Alas	-0.8310836743024185
Mov34	Alas	-0.8472316140890372
key	Alas	-0.8594710209918338
CG30423	Alas	-0.8180112465057052
Tina-1	Alas	0.9874647901374337
zip	Alas	-0.8244385267001176
mri	Alas	-0.8747689198577288
miple2	Alas	-0.8084422641678052
Ptpmeg	Alas	-0.8445936906310784
CG13887	Alas	-0.8288454537485699
CG12099	Alas	-0.8620568358751843
CG7967	Alas	-0.8978096134564998
CG7995	Alas	0.9412058984300585
Cdc37	Alas	-0.8113480944082511
CG1140	Alas	0.9473235799624159
CG9018	Alas	-0.8683608252346484
CG32302	Alas	-0.8127614555329576
CG1240	Alas	-0.9088233332844244
CG12082	Alas	-0.8619559766358577
CG12034	Alas	-0.8200754112528597
Scsalpha	Alas	0.9739369393504719
CG14977	Alas	-0.8373276718317486
CG10863	Alas	0.9357555739979762
Chd64	Alas	-0.8804425150014912
Hexo1	Alas	-0.8732927536152176
CG15012	Alas	-0.8398136936910816
Rpd3	Alas	-0.9014311020234531
CG4603	Alas	-0.8809269497159669
CG4618	Alas	-0.8656357909576675
CG4769	Alas	0.9267997310895768
Txl	Alas	-0.8194962530525203
CG10103	Alas	-0.8966055399459106
CG8602	Alas	-0.8386377190625984
CG12262	Alas	-0.8155586902645131
RNaseX25	Alas	-0.8771723722775627
CG8042	Alas	-0.8956997231285218
CG8209	Alas	-0.9246604458626497
CG7927	Alas	-0.8621612422697029
Uba2	Alas	-0.8648758297514982
Atg18	Alas	-0.8128808723826892
eIF4E-3	Alas	-0.8507021750585264
Idh	Alas	0.9516559831117274
CG6776	Alas	-0.8615677121884476
GNBP3	Alas	-0.8487933885355259
CG5021	Alas	-0.9114083161284506
Uch-L3	Alas	-0.8520816952810617
CG8336	Alas	-0.8360547504095253
vsg	Alas	-0.8692200373006868
CG6707	Alas	-0.8219399078717305
nudE	Alas	-0.8425886437308949
CG6463	Alas	0.9178149931282309
CG6409	Alas	0.9182989806045626
Ufd1-like	Alas	-0.8225696845003958
obst-G	Alas	-0.8289071516231026
Pop2	Alas	-0.8154166487414627
RhoGAP68F	Alas	-0.850216743793063
CG11009	Alas	-0.9018733387616289
CG10083	Alas	-0.8474977493136435
CG10743	Alas	-0.8184454508635989
CG8745	Alas	-0.8110917314293611
endos	Alas	-0.8404861616336715
Prosbeta2	Alas	-0.8719119503933248
CG7945	Alas	-0.8787157718885756
CG7739	Alas	-0.8374834265795543
CG16979	Alas	-0.8469670540317447
CG7656	Alas	-0.8194562377019156
CG17032	Alas	0.9724997229459021
CG17029	Alas	0.9799849766804319
CG5284	Alas	-0.8129995777287286
MED10	Alas	-0.9098948167851968
CG13044	Alas	0.9211357468681679
TMS1	Alas	-0.8544653386897769
Smn	Alas	-0.8755857702046044
Rpn12	Alas	-0.8841292114064279
CG4169	Alas	0.9337625994809351
Syx8	Alas	-0.8425802224989776
Pros26	Alas	-0.8302319360434561
CG9705	Alas	-0.8906868445904215
TSG101	Alas	-0.8473863629976272
CG7630	Alas	0.9353939109812144
CG7603	Alas	0.9473268547287549
CG34250	Alas	-0.8221539354170666
Oatp74D	Alas	-0.8886562368817043
CG6259	Alas	-0.8147944059950877
Pep	Alas	-0.8655683520553201
CG7430	Alas	0.9408788464108236
Aut1	Alas	-0.8503355372540465
CG3902	Alas	0.9547798611611549
CSN1b	Alas	-0.8940845980971767
CG9629	Alas	0.9446395521500138
Rpn1	Alas	-0.867305696188366
RhoGDI	Alas	-0.8758449635853837
CG14184	Alas	-0.8226362218118097
CG6597	Alas	-0.8885473283340974
Psn	Alas	-0.9266594677080608
CG6020	Alas	0.9357830328738805
CG13255	Alas	-0.8255363368581087
CG7324	Alas	-0.8122809188774691
Syx7	Alas	-0.8547159372634231
Hr78	Alas	-0.8223345736302247
CG7611	Alas	-0.8498319961420868
Pros54	Alas	-0.8302013693194925
CG7181	Alas	0.9549828776623984
CG7145	Alas	0.9354910942320117
Ssl1	Alas	-0.865720680753705
Dbp80	Alas	-0.8188667012692805
CG12582	Alas	-0.8831773293186675
MP1	Alas	-0.8218451643912673
CG9779	Alas	-0.865106920466231
CG11739	Alas	0.9269030843992554
tub	Alas	-0.8845456014465908
CG9855	Alas	-0.8442204436857179
MED31	Alas	-0.8491090773518649
UbcD6	Alas	-0.8763557338728467
CG12163	Alas	-0.8695208166804328
CG1161	Alas	-0.8115454281622237
Pcmt	Alas	-0.8711828385713428
CG12171	Alas	0.9264199141162669
CG31548	Alas	0.9342164843307913
CG1236	Alas	-0.8816268400721289
Rpn5	Alas	-0.867909797926251
CG31367	Alas	-0.8378004733039536
Sodh-1	Alas	0.9364954282137831
CG1105	Alas	-0.8180752112360405
CG2767	Alas	-0.9127067987538826
CG33722	Alas	-0.8731248458891769
CG8036	Alas	0.920686443169086
CG8043	Alas	-0.8308470471504575
CG8223	Alas	-0.8110163953633531
CG31100	Alas	-0.8345998001740339
Prosbeta3	Alas	-0.885315130810335
D1	Alas	-0.9125507214722344
CG8132	Alas	0.919944183437246
Ras85D	Alas	-0.8288544791180055
CG6693	Alas	-0.9248401179621529
CG17734	Alas	0.9386240339237587
CG5214	Alas	0.9521409728724933
CG6782	Alas	0.9269227396244406
Cyp9f2	Alas	-0.8271877307489496
Dip-C	Alas	-0.8868184749769202
CG17202	Alas	-0.819715826820973
CG5641	Alas	-0.8528246630562917
Pros25	Alas	-0.9070016971457546
Aos1	Alas	-0.913057247798212
CG6359	Alas	-0.8525101647963933
Men	Alas	0.9177870138234571
granny-smith	Alas	-0.9253467046698196
CG12360	Alas	-0.9101181280086078
CG9588	Alas	-0.8844942905491839
twf	Alas	-0.9084554379150135
RpII140	Alas	-0.8140258868263541
CG12207	Alas	-0.8750382637762212
His4r	Alas	-0.8149391282993408
CG6904	Alas	0.9373433547758777
Set	Alas	-0.8363383928207341
Oscp	Alas	0.9299946979549989
MRG15	Alas	-0.8864269231835679
CG5044	Alas	0.9240465667855041
CG5073	Alas	-0.8955839460262592
mor	Alas	-0.843700789376789
CG5903	Alas	0.9611709089578546
CSN5	Alas	-0.8710345342019478
CG14899	Alas	-0.9171951394546554
decay	Alas	-0.8518521010618287
CG14903	Alas	-0.8222438727530373
CG5823	Alas	-0.8287419817889043
CG5840	Alas	-0.8583404092827241
CG7523	Alas	-0.8881016280018995
CG7215	Alas	-0.9365071985247574
CG12321	Alas	-0.8789915129491518
CG7998	Alas	0.9431724115206545
Dlc90F	Alas	-0.8511434545597578
koko	Alas	-0.8261443199287766
Gos28	Alas	-0.8777371707197303
CG7702	Alas	-0.8818597402817304
Mekk1	Alas	-0.8167778496368224
CG14290	Alas	0.9450238714269783
snRNP-U1	Alas	-0.8522501576987039
CG4572	Alas	-0.9009747925280109
CG4686	Alas	-0.8969957752263648
Stat92E	Alas	-0.8712858868355887
CG16953	Alas	-0.8591140824041834
Mvl	Alas	-0.8830616521499256
Cortactin	Alas	-0.8173882105128186
Rab11	Alas	-0.8165033569371514
CG5793	Alas	0.9708361985863655
CG6028	Alas	0.950005861000063
Rpn7	Alas	-0.883382950876897
CG5346	Alas	-0.8882961804289313
HP1c	Alas	-0.919241239844548
CG17121	Alas	-0.8094744639010685
CG6697	Alas	-0.8483585593105547
Rpn9	Alas	-0.8300907470098864
CG10225	Alas	-0.856276573974603
Tbp-1	Alas	-0.8504824310077892
Lsd-1	Alas	-0.8409443730292159
CG13603	Alas	-0.8407973094605317
CG5902	Alas	-0.8352037545753028
Rab7	Alas	-0.8554214900243043
Rox8	Alas	-0.8158538394325106
CG13605	Alas	-0.8565064359314285
twin	Alas	-0.8093926862153177
jar	Alas	-0.8607375194213502
Orct	Alas	-0.8834727849095165
atl	Alas	-0.9039351033388154
ash2	Alas	-0.8483584180851778
CG11089	Alas	-0.8289146040665935
CG10425	Alas	-0.8614880833785724
CG4673	Alas	-0.893110714052251
CG5913	Alas	-0.850888341060964
CG14542	Alas	-0.8454654276335231
BM-40-SPARC	Alas	0.9348226202372121
inx3	Alas	-0.8098286738554846
Rpn2	Alas	-0.8669341097284878
Trc8	Alas	-0.8349690301623833
Bub3	Alas	-0.8606935877829632
CG31033	Alas	-0.8881939194042355
CG7816	Alas	-0.833599680828259
CG7920	Alas	0.9679146790627202
janA	Alas	-0.8457869127937374
Fer1HCH	Alas	-0.8303522102419288
Sap-r	Alas	-0.85363873859533
CG1890	Alas	-0.8184557203446798
CaMKI	Alas	-0.8447557760220051
CG17896	Alas	0.9505490489776178
svr	Alas	-0.8323119960452152
CG13369	Alas	0.9590017837033433
Roc1a	Alas	-0.8501442269406263
skpA	Alas	-0.8589988076921665
CG3699	Alas	0.9233737720947536
hfw	Alas	-0.8734866418243019
CG14812	Alas	-0.8283413714025
CG4199	Alas	-0.8342215601591979
Mct1	Alas	-0.8518709614021506
CG3939	Alas	-0.8273936030152295
CG6903	Alas	-0.8509430826959451
Mlc-c	Alas	-0.8774241467887045
CG3033	Alas	-0.8930184656222415
CG3016	Alas	-0.8137783730250878
CG3774	Alas	0.9526734829812582
sqh	Alas	-0.8203718300653121
Rpt4	Alas	-0.8904227308622071
kdn	Alas	0.9262107589298398
CG3192	Alas	0.9342483649213315
CG18624	Alas	0.9268804473513667
l(1)G0193	Alas	-0.8196680718276727
ND75	Alas	0.9243542760945638
e(r)	Alas	-0.8392926684318388
CG7766	Alas	0.9218632038838134
dalao	Alas	-0.8674322821214149
CG11042	Alas	-0.9367814670640318
Dsor1	Alas	-0.9097878954841185
Gga	Alas	-0.8417874389403239
PPP4R2r	Alas	-0.9051723385072273
Atg8a	Alas	-0.8298597196528411
CG15209	Alas	-0.8583822456920581
Rpt3	Alas	-0.8784191017028405
e(y)2	Alas	-0.9006544090238899
CG2556	Alas	-0.8091275107641003
ade5	Alas	-0.8273656734507684
CG15717	Alas	0.9214295393319649
Bap60	Alas	-0.9046533559168936
CG1640	Alas	0.9231286321921877
tth	Alas	-0.8277291905982479
CG10992	Alas	-0.879682135790725
CG32626	Alas	-0.8729289459137878
CG11590	Alas	-0.9062429668642129
CG9053	Alas	-0.840294796675016
Lsd-2	Alas	-0.8373777645992978
CG9065	Alas	0.9348615830368201
Scamp	Alas	-0.8779886654047309
CG8974	Alas	-0.8297616291481956
Chc	Alas	-0.8437165235498111
CG8578	Alas	-0.8630166681156962
sun	Alas	0.9303149207058962
Stim	Alas	-0.8699121201947702
CG9917	Alas	-0.8610770173168738
CG4420	Alas	-0.8926271968580555
CG9782	Alas	0.9428919623684255
CG4789	Alas	-0.8525187345804558
CG6762	Alas	-0.8544513289434461
CG15044	Alas	-0.8085181555234074
GalNAc-T2	Alas	-0.8769745231561292
Rip11	Alas	-0.9130973520632328
CG6617	Alas	-0.8528012873199093
CG7322	Alas	0.9186073543923673
CG7453	Alas	-0.8547513256936629
Mec2	Alas	-0.9102530499517855
CG12203	Alas	0.9360687759764483
l(1)G0156	Alas	0.9347458561028128
CG12237	Alas	-0.8250162462568755
Cdc42	Alas	-0.8212887523915475
Rab35	Alas	-0.8212421908238214
CG9577	Alas	-0.8565888488788546
CG9578	Alas	-0.8739265303352948
Pp4-19C	Alas	-0.8430278536733258
CG1753	Alas	0.9242866367922734
Pros45	Alas	-0.869533375640081
tkv	pio	0.9758693745595755
poe	pio	0.9446530043277712
raw	pio	0.9384417592025289
zf30C	pio	0.9341624498461731
yellow-b	pio	0.9777873884007999
spi	pio	0.9543024476524048
pnut	pio	0.9236073089950045
shrb	pio	0.9372905227773918
wun	pio	0.9325218071526126
scb	pio	0.9594331885870525
wdp	pio	-0.8318795964340474
wmd	pio	0.9310745761876043
usnp	pio	0.9477460256071454
yki	pio	0.9464197906280912
zip	pio	0.9726406352939982
shep	pio	0.9538383997694925
pst	pio	-0.9197808336099379
scramb1	pio	0.964550003870047
vih	pio	0.9418836367679196
th	pio	0.9475511896240002
siz	pio	0.941919004643754
tub	pio	0.9574739526400947
tacc	pio	0.9747045838533798
sec8	pio	0.97790325515966
pyd	pio	0.9181697993323453
tws	pio	0.9722266124119895
snRNP-U1	pio	0.9445313449299655
slmb	pio	0.9632459319321574
twin	pio	0.9235651699295985
veli	pio	0.9534619482907492
tmod	pio	0.9233862294773211
sgg	pio	0.9349551783646313
roX1	pio	0.971954519552887
sqh	pio	0.9608153178523902
sni	pio	-0.8355406936475945
spirit	pio	0.982157809671842
up	pio	-0.826907314813268
sd	pio	0.985629939908765
sun	pio	-0.8181957900704387
serp	obst-A	0.9858292731003805
sas	obst-A	0.9859767010999223
Eno	Cht2	-0.8559389866934647
GlyP	Cht2	-0.8320155402158399
NTPase	Cht2	-0.8752886992046424
Gpdh	Cht2	-0.8317750110560703
Tig	Cht2	-0.8204125036569411
Cyt-b5	Cht2	-0.819034424735129
l(2)44DEa	Cht2	-0.8273207071706183
Got1	Cht2	-0.8183079519315363
Sod2	Cht2	-0.8527689578335129
GstE3	Cht2	-0.8334006908394948
SP2637	Cht2	0.9194492258124959
Jheh1	Cht2	-0.8544782197789952
snoRNA:660	Cht2	-0.8418839331807203
Egfr	Cht2	0.9206519681555586
asrij	Cht2	-0.839641863088783
Phm	Cht2	0.9307383343426876
Ptp61F	Cht2	0.9253437183846973
Ras64B	Cht2	0.945451904892997
pst	Cht2	-0.8632399650804271
UGP	Cht2	-0.8703110520704167
l(3)neo18	Cht2	-0.8180043116187742
Rga	Cht2	0.9254954817342559
fau	Cht2	0.9502176764417108
PyK	Cht2	-0.8225988388031822
TfIIA-S	Cht2	0.9329938790049523
Smg6	Cht2	0.943198469298362
TfIIA-L	Cht2	0.9325876013525616
Pglym78	Cht2	-0.8360985839045691
Ef1gamma	Cht2	-0.811294846886532
Jon99Fii	Cht2	-0.8667925615131491
PGRP-LE	Cht2	0.9424423205621864
Gapdh2	Cht2	-0.8112868307328884
Mgstl	Cht2	-0.8546743561631347
Glt	Cpr49Ag	0.934743820978039
